loan_id,customer_id,age,gender,education,marital_status,employment_type,employment_length_months,annual_income,monthly_income,existing_emi,debt_to_income,credit_score,credit_history_length_months,delinquency_count,past_default_flag,loan_amount,loan_term_months,interest_rate,emi_amount,loan_purpose,loan_product,disbursal_date,repayment_status,first_emi_default_flag,loan_source_type,state,district,city,pincode,urban_rural_flag,branch_code,branch_region,service_area_cluster,distance_to_branch_km,area_default_rate,district_risk_score,state_risk_score,population_density_band,economic_activity_type,channel,has_mortgage,has_dependents,has_cosigner,loan_default
LN105981,C205981,54,Female,PostGraduate,Married,Salaried,29,63000,5250,3611,0.58,863,113,0,1,273000,36,14.0,7672,Education,Secured,2032-09-08,Closed,0,New,Uttar Pradesh,Lucknow,Lucknow,243320,Rural,WEST,WestZone,39,13.8,0.101,0.124,0.402,High,MSME,Branch,Yes,No,No,1
LN105982,C205982,39,Female,HighSchool,Single,SelfEmployed,72,45000,3750,2897,0.377,635,103,2,1,292000,48,11.76,6143,Personal,Unsecured,2032-09-09,Active,0,New,Telangana,Hyderabad,Hyderabad,671687,SemiUrban,EAST,WestZone,26,5.1,0.211,0.562,0.391,Medium,Mixed,Field,No,No,No,1
LN105983,C205983,39,Female,PostGraduate,Single,Salaried,40,112000,9333,11409,0.356,835,70,1,0,575000,24,6.0,24078,Personal,Unsecured,2032-09-10,Overdue,0,New,Uttar Pradesh,Kanpur,Kanpur,295963,SemiUrban,EAST,SouthZone,40,16.0,0.296,0.653,0.271,High,MSME,Field,No,No,No,1
LN105984,C205984,28,Male,HighSchool,Married,Salaried,43,72000,6000,6786,0.381,900,143,1,0,513000,36,18.79,14473,Business,Secured,2032-09-11,Active,0,Repeat,Kerala,Kochi,Kochi,753779,Urban,WEST,WestZone,25,19.4,0.244,0.634,0.704,High,Mixed,Digital,Yes,Yes,No,1
LN105985,C205985,40,Female,Graduate,Married,Business,34,22000,1833,778,0.106,774,105,1,0,98000,60,19.2,1659,Vehicle,Secured,2032-09-12,Active,1,Repeat,Maharashtra,Nagpur,Nagpur,711912,SemiUrban,CENTRAL,CentralZone,5,16.2,0.094,0.792,0.604,High,Salaried,Partner,No,Yes,Yes,1
LN105986,C205986,32,Male,Other,Single,Salaried,146,36000,3000,2014,0.12,554,200,0,0,203000,48,9.04,4261,Education,Secured,2032-09-13,Active,0,New,Tamil Nadu,Coimbatore,Coimbatore,558929,Rural,WEST,EastZone,16,0.5,0.233,0.735,0.507,Medium,Salaried,Field,Yes,Yes,No,1
LN105987,C205987,34,Female,Graduate,Single,Salaried,35,95000,7916,10179,0.393,789,146,0,0,513000,24,14.12,21627,Business,Unsecured,2032-09-14,Active,0,New,Uttar Pradesh,Lucknow,Lucknow,279923,SemiUrban,NORTH,WestZone,1,11.5,0.267,0.109,0.737,Low,MSME,Partner,Yes,No,Yes,1
LN105988,C205988,21,Female,Other,Married,SelfEmployed,19,59000,4916,2730,0.253,796,79,1,0,344000,60,14.17,5801,Vehicle,Unsecured,2032-09-15,Active,1,Repeat,Uttar Pradesh,Lucknow,Lucknow,348857,Rural,SOUTH,SouthZone,21,3.0,0.129,0.419,0.455,Medium,Mixed,Digital,Yes,Yes,No,0
LN105989,C205989,27,Male,HighSchool,Married,SelfEmployed,23,46000,3833,1498,0.338,626,137,0,0,151000,48,16.33,3189,Education,Unsecured,2032-09-16,Closed,1,Repeat,Karnataka,Mysuru,Mysuru,482214,Urban,EAST,EastZone,25,2.5,0.172,0.327,0.59,High,Salaried,Partner,Yes,Yes,No,1
LN105990,C205990,59,Female,Graduate,Single,Business,30,92000,7666,9266,0.323,688,103,1,0,467000,24,21.34,19804,Agri,Unsecured,2032-09-17,Closed,0,Repeat,Rajasthan,Udaipur,Udaipur,457650,Urban,SOUTH,NorthZone,24,13.1,0.209,0.768,0.601,Medium,MSME,Branch,Yes,Yes,No,1
LN105991,C205991,21,Male,Other,Married,SelfEmployed,75,18000,1500,500,0.349,777,193,2,0,73000,72,8.64,1021,Business,Unsecured,2032-09-18,Active,0,Repeat,Uttar Pradesh,Lucknow,Lucknow,297042,Urban,EAST,CentralZone,6,5.6,0.239,0.742,0.333,Low,Agri,Branch,No,Yes,No,1
LN105992,C205992,33,Female,PostGraduate,Married,Business,73,124000,10333,24365,0.226,641,114,0,0,614000,12,14.1,51768,Business,Unsecured,2032-09-19,Active,0,New,Tamil Nadu,Coimbatore,Coimbatore,696912,Urban,NORTH,WestZone,31,0.5,0.292,0.634,0.582,Low,Salaried,Branch,Yes,Yes,No,1
LN105993,C205993,39,Male,Graduate,Married,Salaried,65,76000,6333,6825,0.326,564,84,1,0,516000,36,10.15,14455,Agri,Unsecured,2032-09-20,Overdue,0,New,Uttar Pradesh,Varanasi,Varanasi,759518,Urban,WEST,CentralZone,17,1.8,0.269,0.452,0.469,Low,Salaried,Branch,Yes,Yes,No,1
LN105994,C205994,65,Male,Other,Married,Salaried,47,201000,16750,28056,0.294,853,152,0,0,707000,12,10.2,59417,Personal,Secured,2032-09-21,Active,0,New,Maharashtra,Mumbai,Mumbai,534548,SemiUrban,WEST,SouthZone,23,15.4,0.136,0.607,0.541,Medium,Salaried,Digital,No,Yes,No,1
LN105995,C205995,36,Male,PostGraduate,Single,Salaried,28,361000,30083,47956,0.039,724,105,0,0,2417000,24,22.67,102611,Business,Secured,2032-09-22,Overdue,0,New,Bihar,Gaya,Gaya,338269,Urban,CENTRAL,NorthZone,11,8.5,0.16,0.778,0.317,Medium,MSME,Branch,No,Yes,No,1
LN105996,C205996,43,Female,Graduate,Married,Business,43,19000,1583,2778,0.256,767,121,1,0,70000,12,15.63,5909,Home,Unsecured,2032-09-23,Closed,0,New,Karnataka,Hubballi,Hubballi,200447,Urban,EAST,EastZone,5,17.0,0.2,0.716,0.44,Medium,Salaried,Partner,Yes,No,Yes,1
LN105997,C205997,48,Male,HighSchool,Married,Salaried,80,94000,7833,14881,0.139,851,191,0,0,750000,24,18.55,31733,Vehicle,Unsecured,2032-09-24,Active,0,New,Tamil Nadu,Coimbatore,Coimbatore,405222,Urban,CENTRAL,NorthZone,37,4.4,0.177,0.471,0.05,High,Salaried,Digital,Yes,No,No,1
LN105998,C205998,49,Female,Graduate,Married,Salaried,92,41000,3416,3479,0.418,691,150,2,0,263000,36,21.79,7438,Personal,Secured,2032-09-25,Active,0,Repeat,Tamil Nadu,Chennai,Chennai,678809,Urban,CENTRAL,WestZone,11,8.7,0.174,0.651,0.594,Low,Salaried,Digital,Yes,Yes,Yes,1
LN105999,C205999,21,Male,PostGraduate,Married,Business,99,68000,5666,2833,0.226,847,140,1,0,357000,60,12.45,6012,Agri,Secured,2032-09-26,Closed,0,New,Madhya Pradesh,Gwalior,Gwalior,316199,Urban,NORTH,SouthZone,31,13.0,0.24,0.187,0.571,Medium,Salaried,Branch,No,Yes,No,1
LN106000,C206000,37,Male,Other,Married,Unemployed,128,61000,5083,7011,0.087,657,173,1,0,265000,18,6.66,14804,Vehicle,Secured,2032-09-27,Active,0,New,Tamil Nadu,Coimbatore,Coimbatore,206019,SemiUrban,EAST,CentralZone,4,11.9,0.201,0.455,0.47,Medium,Salaried,Field,No,Yes,No,1
LN106001,C206001,37,Male,Graduate,Married,Business,13,77000,6416,1637,0.427,629,24,1,0,165000,48,23.6,3505,Personal,Unsecured,2032-09-28,Active,0,Repeat,Karnataka,Bengaluru,Bengaluru,142866,SemiUrban,WEST,NorthZone,25,17.9,0.204,0.719,0.642,Low,Salaried,Branch,No,No,No,1
LN106002,C206002,28,Male,Other,Divorced,Salaried,77,29000,2416,1429,0.277,585,122,2,0,108000,36,13.06,3033,Home,Secured,2032-09-29,Active,0,Repeat,Uttar Pradesh,Varanasi,Varanasi,539323,Urban,CENTRAL,WestZone,40,7.4,0.252,0.497,0.608,Medium,Salaried,Digital,Yes,No,Yes,1
LN106003,C206003,50,Male,Graduate,Married,Salaried,26,59000,4916,5913,0.331,615,118,1,0,298000,24,25.18,12677,Vehicle,Unsecured,2032-09-30,Active,0,New,Telangana,Warangal,Warangal,595928,Rural,SOUTH,NorthZone,33,3.2,0.257,0.806,0.431,Medium,Mixed,Branch,No,No,No,1
LN106004,C206004,31,Male,Graduate,Married,Salaried,77,43000,3583,4339,0.18,662,164,1,0,328000,36,12.77,9208,Agri,Secured,2032-10-01,Active,0,New,Uttar Pradesh,Lucknow,Lucknow,471531,Urban,EAST,EastZone,7,19.9,0.164,0.307,0.446,High,Salaried,Partner,Yes,Yes,No,1
LN106005,C206005,39,Male,Graduate,Single,Salaried,57,44000,3666,1508,0.353,652,127,0,0,152000,48,17.89,3214,Vehicle,Unsecured,2032-10-02,Active,1,New,Kerala,Thiruvananthapuram,Thiruvananthapuram,781471,SemiUrban,WEST,EastZone,40,0.5,0.113,0.373,0.563,Low,Mixed,Field,Yes,No,Yes,1
LN106006,C206006,27,Male,Graduate,Married,SelfEmployed,25,62000,5166,1976,0.329,761,89,0,1,249000,60,16.1,4206,Vehicle,Unsecured,2032-10-03,Closed,1,New,Karnataka,Mysuru,Mysuru,595434,Urban,SOUTH,SouthZone,3,0.5,0.163,0.77,0.74,Low,Agri,Partner,Yes,Yes,No,0
LN106007,C206007,40,Female,PostGraduate,Married,Farmer,70,62000,5166,6614,0.368,675,121,0,0,250000,18,18.67,14105,Business,Unsecured,2032-10-04,Active,0,New,Bihar,Patna,Patna,642186,Urban,WEST,WestZone,40,9.9,0.144,0.528,0.4,Low,MSME,Branch,No,Yes,No,1
LN106008,C206008,38,Male,Graduate,Married,Salaried,13,69000,5750,4117,0.059,495,27,0,0,415000,48,11.39,8728,Education,Unsecured,2032-10-05,Active,0,New,Tamil Nadu,Chennai,Chennai,479317,Urban,EAST,NorthZone,5,6.7,0.164,0.487,0.539,Medium,Salaried,Branch,No,Yes,No,1
LN106009,C206009,39,Male,Other,Single,Salaried,44,70000,5833,3472,0.353,656,139,3,0,525000,72,13.52,7374,Vehicle,Unsecured,2032-10-06,Active,0,New,Bihar,Gaya,Gaya,669985,Rural,WEST,WestZone,24,8.9,0.174,0.632,0.317,High,Salaried,Branch,No,No,No,1
LN106010,C206010,47,Female,HighSchool,Single,Salaried,6,141000,11750,3175,0.268,649,82,1,0,480000,72,15.18,6751,Agri,Secured,2032-10-07,Closed,1,New,Karnataka,Mysuru,Mysuru,244179,Urban,SOUTH,EastZone,31,9.2,0.141,0.753,0.799,Medium,MSME,Branch,Yes,No,Yes,1
LN106011,C206011,36,Female,PostGraduate,Divorced,SelfEmployed,126,96000,8000,13671,0.192,797,236,1,1,689000,24,17.1,29117,Vehicle,Secured,2032-10-08,Active,0,New,Madhya Pradesh,Indore,Indore,451388,SemiUrban,NORTH,EastZone,34,2.1,0.162,0.301,0.682,High,MSME,Branch,No,No,Yes,1
LN106012,C206012,42,Male,Graduate,Single,Business,39,19000,1583,1098,0.263,843,104,0,0,83000,36,13.16,2331,Vehicle,Unsecured,2032-10-09,Overdue,1,New,Maharashtra,Mumbai,Mumbai,171272,Urban,CENTRAL,SouthZone,40,22.6,0.261,0.428,0.413,Medium,Salaried,Field,Yes,No,Yes,1
LN106013,C206013,33,Male,HighSchool,Single,SelfEmployed,155,60000,5000,1786,0.288,524,162,1,0,90000,24,13.38,3792,Vehicle,Unsecured,2032-10-10,Active,1,New,Karnataka,Mysuru,Mysuru,565154,Rural,EAST,CentralZone,10,9.4,0.275,0.225,0.05,Low,Mixed,Digital,Yes,Yes,Yes,1
LN106014,C206014,34,Male,PostGraduate,Married,Salaried,19,86000,7166,5159,0.271,656,97,2,0,520000,48,19.74,11012,Home,Secured,2032-10-11,Overdue,0,New,Kerala,Kochi,Kochi,249957,SemiUrban,NORTH,WestZone,1,18.0,0.24,0.434,0.496,Low,Mixed,Field,Yes,No,Yes,1
LN106015,C206015,33,Male,PostGraduate,Married,Salaried,88,89000,7416,3763,0.306,751,189,2,0,569000,72,15.98,8008,Vehicle,Secured,2032-10-12,Active,0,Repeat,Uttar Pradesh,Lucknow,Lucknow,453411,Urban,CENTRAL,SouthZone,38,27.0,0.219,0.595,0.477,High,Salaried,Partner,No,Yes,Yes,1
LN106016,C206016,40,Female,Graduate,Married,Salaried,53,159000,13250,39405,0.352,789,92,3,0,993000,12,14.97,83782,Education,Secured,2032-10-13,Active,0,Repeat,Maharashtra,Nashik,Nashik,449611,Urban,WEST,EastZone,37,1.6,0.07,0.538,0.097,High,Salaried,Partner,No,No,No,1
LN106017,C206017,54,Male,Graduate,Divorced,Salaried,12,128000,10666,8667,0.457,757,72,0,0,1092000,60,7.61,18315,Education,Secured,2032-10-14,Overdue,0,New,Madhya Pradesh,Gwalior,Gwalior,697814,Urban,SOUTH,CentralZone,3,0.5,0.154,0.305,0.295,Medium,MSME,Branch,Yes,No,No,1
LN106018,C206018,46,Male,Graduate,Married,SelfEmployed,36,46000,3833,3720,0.574,750,154,0,0,375000,48,19.16,7937,Vehicle,Unsecured,2032-10-15,Active,0,New,Karnataka,Mysuru,Mysuru,689192,Urban,CENTRAL,EastZone,26,10.7,0.364,0.58,0.565,Low,Salaried,Branch,No,No,Yes,1
LN106019,C206019,40,Female,Other,Married,SelfEmployed,14,47000,3916,2748,0.372,743,87,0,0,277000,48,15.21,5844,Agri,Unsecured,2032-10-16,Active,0,New,Uttar Pradesh,Kanpur,Kanpur,645034,Rural,EAST,CentralZone,19,14.3,0.132,0.355,0.215,Medium,Mixed,Digital,Yes,Yes,No,1
LN106020,C206020,28,Male,Graduate,Married,Salaried,47,60000,5000,4464,0.333,597,108,1,0,450000,48,22.22,9549,Vehicle,Secured,2032-10-17,Active,0,New,Madhya Pradesh,Indore,Indore,216766,Urban,EAST,WestZone,25,17.9,0.2,0.461,0.359,Medium,MSME,Branch,Yes,No,No,1
LN106021,C206021,43,Female,Graduate,Divorced,Business,48,68000,5666,1270,0.217,784,108,0,0,96000,36,7.97,2684,Business,Secured,2032-10-18,Active,0,New,Gujarat,Ahmedabad,Ahmedabad,258015,Urban,CENTRAL,SouthZone,2,14.2,0.205,0.738,0.486,High,MSME,Digital,No,Yes,No,0
LN106022,C206022,49,Male,Graduate,Married,Salaried,31,51000,4250,3909,0.333,698,137,0,0,394000,48,19.56,8342,Business,Unsecured,2032-10-19,WrittenOff,0,TopUp,Karnataka,Mysuru,Mysuru,164760,Rural,NORTH,EastZone,23,28.3,0.131,0.758,0.346,Medium,MSME,Partner,No,No,No,1
LN106023,C206023,48,Male,HighSchool,Single,Salaried,34,105000,8750,11429,0.381,640,115,1,0,864000,36,14.47,24289,Personal,Unsecured,2032-10-20,Active,1,TopUp,Gujarat,Ahmedabad,Ahmedabad,429690,Rural,SOUTH,NorthZone,13,12.4,0.161,0.45,0.476,Medium,Salaried,Digital,Yes,Yes,Yes,1
LN106024,C206024,37,Male,Graduate,Single,SelfEmployed,62,71000,5916,4577,0.25,623,149,1,1,173000,18,16.21,9741,Personal,Secured,2032-10-21,Active,0,New,Karnataka,Hubballi,Hubballi,653560,Rural,EAST,NorthZone,35,5.7,0.145,0.598,0.421,Medium,MSME,Field,No,Yes,Yes,1
LN106025,C206025,39,Female,Graduate,Divorced,Salaried,24,56000,4666,4008,0.259,742,37,0,0,202000,24,8.73,8478,Home,Unsecured,2032-10-22,Active,0,New,Maharashtra,Nashik,Nashik,145044,Urban,WEST,EastZone,33,8.9,0.136,0.598,0.702,High,Salaried,Partner,No,Yes,Yes,1
LN106026,C206026,37,Female,PostGraduate,Single,Salaried,50,118000,9833,6845,0.357,637,146,0,0,345000,24,11.32,14511,Vehicle,Secured,2032-10-23,Active,0,New,Madhya Pradesh,Bhopal,Bhopal,606646,Urban,WEST,NorthZone,29,26.7,0.192,0.281,0.266,Medium,Agri,Digital,No,Yes,No,0
LN106027,C206027,48,Male,PostGraduate,Married,Business,54,53000,4416,14008,0.721,748,78,2,0,353000,12,18.8,29878,Vehicle,Unsecured,2032-10-24,Active,0,TopUp,Telangana,Warangal,Warangal,424250,SemiUrban,SOUTH,NorthZone,36,7.2,0.173,0.375,0.772,Medium,Salaried,Digital,No,No,No,1
LN106028,C206028,45,Female,Graduate,Married,Business,85,43000,3583,3466,0.248,842,199,0,0,131000,18,18.0,7387,Home,Unsecured,2032-10-25,Active,0,New,Maharashtra,Nagpur,Nagpur,271465,Urban,CENTRAL,WestZone,25,5.3,0.207,0.395,0.17,Low,Salaried,Branch,Yes,No,No,1
LN106029,C206029,51,Male,HighSchool,Married,Salaried,8,115000,9583,2651,0.477,715,106,1,0,334000,60,15.58,5639,Business,Unsecured,2032-10-26,Active,1,Repeat,Maharashtra,Mumbai,Mumbai,154372,Rural,WEST,EastZone,11,11.0,0.219,0.746,0.612,High,Mixed,Digital,No,No,No,1
LN106030,C206030,37,Male,Graduate,Married,Salaried,17,34000,2833,2963,0.376,678,36,1,0,224000,36,14.21,6296,Business,Secured,2032-10-27,Active,0,TopUp,Tamil Nadu,Chennai,Chennai,782093,SemiUrban,WEST,WestZone,17,2.4,0.24,0.51,0.494,Medium,MSME,Digital,Yes,Yes,Yes,1
LN106031,C206031,32,Male,Graduate,Single,Salaried,25,26000,2166,1210,0.259,540,108,0,0,122000,48,16.86,2577,Vehicle,Secured,2032-10-28,Active,0,Repeat,Tamil Nadu,Chennai,Chennai,729787,SemiUrban,CENTRAL,NorthZone,16,0.5,0.342,0.676,0.32,Low,MSME,Branch,Yes,No,No,1
LN106032,C206032,56,Female,PostGraduate,Married,Farmer,123,137000,11416,10565,0.126,728,207,0,0,1065000,48,8.12,22338,Business,Unsecured,2032-10-29,Active,0,New,Telangana,Hyderabad,Hyderabad,166016,Urban,NORTH,EastZone,33,4.4,0.132,0.354,0.498,Medium,Mixed,Digital,Yes,Yes,No,1
LN106033,C206033,40,Female,HighSchool,Married,Salaried,54,65000,5416,7262,0.507,685,115,1,1,183000,12,18.91,15490,Education,Unsecured,2032-10-30,Active,0,New,Tamil Nadu,Coimbatore,Coimbatore,499111,SemiUrban,WEST,NorthZone,20,11.8,0.28,0.652,0.472,High,MSME,Branch,Yes,Yes,No,1
LN106034,C206034,42,Male,PostGraduate,Married,SelfEmployed,16,186000,15500,11839,0.381,699,124,1,0,895000,36,20.2,25280,Home,Secured,2032-10-31,Active,0,New,Maharashtra,Nagpur,Nagpur,372661,Urban,SOUTH,CentralZone,27,17.0,0.109,0.491,0.575,Low,Salaried,Branch,No,No,No,1
LN106035,C206035,39,Male,Other,Single,Farmer,39,55000,4583,1101,0.188,726,127,0,0,111000,48,11.28,2334,Personal,Secured,2032-11-01,Active,0,New,Karnataka,Hubballi,Hubballi,134165,Rural,NORTH,WestZone,27,11.8,0.147,0.329,0.39,Medium,MSME,Partner,Yes,Yes,No,1
LN106036,C206036,48,Male,HighSchool,Single,Salaried,3,186000,15500,29087,0.108,658,95,1,0,733000,12,9.99,61592,Business,Secured,2032-11-02,Closed,0,New,Karnataka,Hubballi,Hubballi,193419,SemiUrban,SOUTH,EastZone,6,12.4,0.112,0.307,0.464,Low,Salaried,Branch,No,No,No,1
LN106037,C206037,54,Female,HighSchool,Married,Salaried,37,43000,3583,1561,0.302,679,132,2,0,118000,36,12.73,3313,Home,Unsecured,2032-11-03,Active,0,New,Maharashtra,Nashik,Nashik,631002,Rural,CENTRAL,WestZone,5,4.9,0.256,0.394,0.68,Medium,Agri,Branch,No,Yes,No,0
LN106038,C206038,40,Male,PostGraduate,Married,Salaried,47,83000,6916,4573,0.482,670,63,2,0,461000,48,9.92,9684,Home,Unsecured,2032-11-04,Overdue,0,TopUp,Telangana,Hyderabad,Hyderabad,607294,Urban,NORTH,NorthZone,34,13.2,0.124,0.27,0.665,Medium,MSME,Digital,Yes,Yes,No,1
LN106039,C206039,38,Female,Graduate,Single,SelfEmployed,77,90000,7500,18492,0.703,691,191,0,0,466000,12,19.82,39475,Business,Unsecured,2032-11-05,Active,0,Repeat,Telangana,Warangal,Warangal,632585,SemiUrban,CENTRAL,WestZone,11,0.5,0.306,0.305,0.335,High,MSME,Branch,Yes,No,Yes,1
LN106040,C206040,43,Female,PostGraduate,Married,Salaried,55,21000,1750,1488,0.306,798,71,0,0,75000,24,15.98,3167,Home,Secured,2032-11-06,Active,0,Repeat,Madhya Pradesh,Bhopal,Bhopal,600106,SemiUrban,CENTRAL,EastZone,11,14.9,0.139,0.422,0.515,Low,MSME,Partner,No,No,No,1
LN106041,C206041,37,Male,Graduate,Married,SelfEmployed,107,67000,5583,3618,0.122,802,142,1,0,547000,72,19.47,7720,Home,Unsecured,2032-11-07,Active,0,New,Madhya Pradesh,Indore,Indore,604109,SemiUrban,EAST,SouthZone,3,6.0,0.198,0.299,0.736,Medium,Salaried,Partner,Yes,Yes,No,1
LN106042,C206042,35,Female,Graduate,Married,SelfEmployed,12,44000,3666,937,0.569,559,125,1,0,118000,60,9.45,1982,Business,Secured,2032-11-08,Active,0,TopUp,Karnataka,Hubballi,Hubballi,334387,SemiUrban,SOUTH,NorthZone,13,18.9,0.268,0.491,0.552,Medium,Salaried,Partner,No,Yes,No,1
LN106043,C206043,25,Male,Graduate,Married,Business,58,76000,6333,2302,0.236,814,130,3,0,290000,60,26.89,4942,Agri,Secured,2032-11-09,WrittenOff,0,Repeat,Gujarat,Ahmedabad,Ahmedabad,224691,Urban,WEST,EastZone,7,15.9,0.174,0.739,0.459,Medium,Salaried,Branch,Yes,Yes,No,1
LN106044,C206044,49,Male,Other,Married,Farmer,56,44000,3666,2156,0.22,847,144,1,0,326000,72,16.2,4589,Business,Unsecured,2032-11-10,WrittenOff,1,Repeat,Uttar Pradesh,Kanpur,Kanpur,788725,Urban,WEST,NorthZone,25,23.7,0.095,0.297,0.483,High,Salaried,Branch,No,No,No,1
LN106045,C206045,38,Male,PostGraduate,Single,Salaried,54,80000,6666,2357,0.269,580,89,1,0,297000,60,24.8,5052,Vehicle,Secured,2032-11-11,Closed,0,New,Rajasthan,Jodhpur,Jodhpur,729193,Urban,SOUTH,SouthZone,29,0.5,0.083,0.461,0.508,High,MSME,Partner,No,No,No,1
LN106046,C206046,38,Female,Graduate,Divorced,SelfEmployed,71,28000,2333,1944,0.141,567,118,0,0,196000,48,16.34,4139,Business,Unsecured,2032-11-12,Active,0,New,Tamil Nadu,Madurai,Madurai,317922,Urban,CENTRAL,CentralZone,39,8.7,0.308,0.25,0.714,Medium,Agri,Branch,Yes,No,No,1
LN106047,C206047,42,Male,Graduate,Married,Salaried,36,121000,10083,4147,0.448,649,65,2,0,627000,72,6.0,8752,Education,Unsecured,2032-11-13,Overdue,0,New,Karnataka,Hubballi,Hubballi,290322,SemiUrban,CENTRAL,SouthZone,15,17.9,0.228,0.461,0.379,Medium,Mixed,Digital,No,Yes,No,1
LN106048,C206048,61,Male,Graduate,Married,SelfEmployed,3,52000,4333,5847,0.42,694,70,3,1,442000,36,23.21,12515,Education,Secured,2032-11-14,Active,0,TopUp,Karnataka,Bengaluru,Bengaluru,377834,Urban,EAST,NorthZone,24,10.9,0.184,0.557,0.421,Medium,Salaried,Digital,Yes,Yes,No,1
LN106049,C206049,65,Male,Graduate,Married,SelfEmployed,35,61000,5083,4286,0.137,616,152,2,0,216000,24,17.32,9130,Education,Secured,2032-11-15,Active,0,New,Tamil Nadu,Chennai,Chennai,363190,Urban,NORTH,NorthZone,20,6.8,0.184,0.141,0.665,Medium,MSME,Partner,No,Yes,No,1
LN106050,C206050,37,Male,Graduate,Married,Salaried,54,47000,3916,1063,0.444,630,133,2,0,134000,60,13.36,2258,Vehicle,Secured,2032-11-16,Active,0,New,Tamil Nadu,Chennai,Chennai,451651,Urban,SOUTH,WestZone,9,21.7,0.362,0.869,0.361,High,Mixed,Branch,No,No,No,1
LN106051,C206051,39,Male,Graduate,Married,Salaried,88,70000,5833,4616,0.022,771,136,2,0,349000,36,12.56,9796,Agri,Secured,2032-11-17,Overdue,0,New,Maharashtra,Mumbai,Mumbai,316105,Rural,EAST,EastZone,31,21.0,0.17,0.626,0.689,High,MSME,Digital,No,No,No,1
LN106052,C206052,44,Male,Graduate,Single,SelfEmployed,16,68000,5666,2937,0.443,850,65,3,0,222000,36,12.58,6231,Home,Secured,2032-11-18,Closed,0,New,Telangana,Hyderabad,Hyderabad,474915,Urban,WEST,WestZone,23,4.3,0.214,0.189,0.434,Medium,MSME,Field,No,No,No,0
LN106053,C206053,41,Male,PostGraduate,Single,Salaried,26,42000,3500,979,0.585,683,118,2,0,74000,36,11.93,2076,Education,Secured,2032-11-19,Overdue,0,Repeat,Uttar Pradesh,Varanasi,Varanasi,340745,Urban,EAST,SouthZone,12,11.1,0.121,0.239,0.478,High,Salaried,Branch,Yes,Yes,No,1
LN106054,C206054,46,Female,HighSchool,Married,Salaried,40,84000,7000,4438,0.341,778,119,1,0,671000,72,13.42,9424,Vehicle,Unsecured,2032-11-20,Active,0,New,Uttar Pradesh,Varanasi,Varanasi,560181,SemiUrban,SOUTH,WestZone,24,19.2,0.197,0.489,0.493,Low,MSME,Branch,No,No,No,1
LN106055,C206055,43,Male,HighSchool,Married,Salaried,88,53000,4416,6349,0.08,591,177,0,0,320000,24,23.48,13594,Business,Secured,2032-11-21,Active,1,New,Gujarat,Ahmedabad,Ahmedabad,418431,SemiUrban,WEST,NorthZone,18,7.9,0.135,0.616,0.473,Low,MSME,Branch,No,Yes,Yes,1
LN106056,C206056,32,Female,Graduate,Married,Business,15,74000,6166,2571,0.442,648,78,0,0,324000,60,17.11,5477,Personal,Secured,2032-11-22,Active,0,New,Maharashtra,Nashik,Nashik,532318,Rural,EAST,EastZone,2,9.7,0.132,0.403,0.321,Low,MSME,Branch,No,Yes,No,1
LN106057,C206057,66,Male,Graduate,Married,Business,83,48000,4000,3413,0.207,791,113,3,0,172000,24,23.13,7305,Agri,Secured,2032-11-23,Closed,0,New,Maharashtra,Nagpur,Nagpur,502508,Rural,SOUTH,WestZone,39,1.2,0.272,0.61,0.363,Medium,Salaried,Digital,No,Yes,No,1
LN106058,C206058,36,Female,PostGraduate,Married,Business,148,67000,5583,7341,0.633,625,205,0,0,370000,24,23.5,15719,Business,Secured,2032-11-24,Active,0,New,Madhya Pradesh,Indore,Indore,151088,Urban,NORTH,CentralZone,17,10.6,0.168,0.676,0.368,Low,Agri,Partner,No,No,No,1
LN106059,C206059,45,Female,HighSchool,Single,Salaried,26,105000,8750,12156,0.234,822,74,1,0,919000,36,13.98,25825,Home,Secured,2032-11-25,Active,0,New,Telangana,Hyderabad,Hyderabad,548948,Rural,NORTH,WestZone,31,11.5,0.174,0.895,0.398,Medium,Mixed,Field,Yes,No,No,1
LN106060,C206060,44,Female,Graduate,Divorced,Salaried,33,66000,5500,1960,0.262,705,104,0,0,247000,60,9.94,4151,Personal,Unsecured,2032-11-26,Active,0,New,Karnataka,Mysuru,Mysuru,379589,Rural,WEST,WestZone,37,5.8,0.354,0.671,0.692,Medium,MSME,Branch,No,No,Yes,1
LN106061,C206061,46,Male,Graduate,Married,Salaried,22,120000,10000,7214,0.043,679,55,2,1,909000,60,16.3,15356,Education,Unsecured,2032-11-27,Closed,0,New,Maharashtra,Nashik,Nashik,421767,Rural,WEST,WestZone,32,12.6,0.095,0.371,0.515,High,MSME,Branch,No,No,Yes,1
LN106062,C206062,47,Female,PostGraduate,Married,Farmer,25,81000,6750,3823,0.324,819,45,0,0,289000,36,16.7,8139,Home,Secured,2032-11-28,Active,0,New,Madhya Pradesh,Bhopal,Bhopal,247381,SemiUrban,NORTH,CentralZone,22,3.3,0.286,0.251,0.724,Medium,Salaried,Digital,Yes,No,No,1
LN106063,C206063,33,Male,PostGraduate,Married,Salaried,12,148000,12333,20291,0.207,739,39,1,0,767000,18,18.03,43251,Vehicle,Unsecured,2032-11-29,WrittenOff,1,New,Rajasthan,Udaipur,Udaipur,764333,Urban,CENTRAL,CentralZone,6,15.8,0.192,0.667,0.669,High,Salaried,Field,Yes,No,Yes,1
